id,event_Timestamp,device_type,session_id,visitor_id,item_id,redirection_source
31744,2020-11-15T15:51:00.000+05:30,android,B001725,B5923,B070,youtube
17796,2020-11-15T10:19:00.000+05:30,android,B001738,C835,H6052,youtube
17724,2020-11-15T10:17:00.000+05:30,android,B001738,C835,H9290,youtube
3778,2020-11-15T01:09:00.000+05:30,android,B001740,I3853,B3552,youtube
10903,2020-11-15T07:55:00.000+05:30,android,B001745,G7342,C0944,linkedin
10662,2020-11-15T07:48:00.000+05:30,android,B001745,G7342,D0425,google
10732,2020-11-15T07:50:00.000+05:30,android,B001745,G7342,D0425,linkedin
10747,2020-11-15T07:51:00.000+05:30,android,B001745,G7342,D0425,linkedin
10819,2020-11-15T07:53:00.000+05:30,android,B001745,G7342,D0425,youtube
14742,2020-11-15T09:22:00.000+05:30,android,B001778,D2906,B1986,facebook
14595,2020-11-15T09:19:00.000+05:30,android,B001778,D2906,F9680,youtube
14796,2020-11-15T09:23:00.000+05:30,android,B001778,D2906,F9680,youtube
37826,2020-11-15T18:10:00.000+05:30,android,B001922,H1333,B06866,youtube
29571,2020-11-15T15:05:00.000+05:30,android,B001990,E8037,B10126,youtube
29608,2020-11-15T15:06:00.000+05:30,android,B001990,E8037,B10126,google
29695,2020-11-15T15:08:00.000+05:30,android,B001990,E8037,B3552,google
29502,2020-11-15T15:04:00.000+05:30,android,B001990,E8037,D3676,google
30768,2020-11-15T15:32:00.000+05:30,android,B001990,E8037,D3676,facebook
29849,2020-11-15T15:11:00.000+05:30,android,B001990,E8037,E3165,linkedin
29582,2020-11-15T15:05:00.000+05:30,android,B001990,E8037,H6156,facebook
29634,2020-11-15T15:06:00.000+05:30,android,B001990,E8037,H6156,facebook
29670,2020-11-15T15:07:00.000+05:30,android,B001990,E8037,H6156,linkedin
29677,2020-11-15T15:07:00.000+05:30,android,B001990,E8037,H6156,youtube
29852,2020-11-15T15:11:00.000+05:30,android,B001990,E8037,I3993,google
29957,2020-11-15T15:14:00.000+05:30,android,B001990,E8037,J9526,google
43744,2020-11-15T19:59:00.000+05:30,android,B002022,H8569,B13763,youtube
29625,2020-11-15T15:06:00.000+05:30,android,B00204,D7247,G9585,youtube
40758,2020-11-15T19:10:00.000+05:30,android,B002056,I8630,B04035,youtube
22811,2020-11-15T12:06:00.000+05:30,android,B002063,F2331,D2390,linkedin
9531,2020-11-15T07:12:00.000+05:30,android,B002074,E2603,B27900,facebook
9712,2020-11-15T07:17:00.000+05:30,android,B002074,E2603,B27900,linkedin
9723,2020-11-15T07:17:00.000+05:30,android,B002074,E2603,B27900,google
9800,2020-11-15T07:20:00.000+05:30,android,B002074,E2603,B27900,google
9977,2020-11-15T07:25:00.000+05:30,android,B002074,E2603,B27900,facebook
9359,2020-11-15T07:07:00.000+05:30,android,B002074,E2603,D3165,facebook
9495,2020-11-15T07:11:00.000+05:30,android,B002074,E2603,D3165,youtube
31785,2020-11-15T15:51:00.000+05:30,android,B002256,B0015,H2711,google
23087,2020-11-15T12:14:00.000+05:30,android,B00234,E9710,H5494,google
23174,2020-11-15T12:16:00.000+05:30,android,B00234,E9710,H5494,google
23079,2020-11-15T12:14:00.000+05:30,android,B002344,B5848,C8621,youtube
23604,2020-11-15T12:28:00.000+05:30,android,B002344,B5848,C8621,linkedin
25842,2020-11-15T13:32:00.000+05:30,android,B002369,C3408,E1484,linkedin
43277,2020-11-15T19:51:00.000+05:30,android,B00247,C7550,E0482,linkedin
20473,2020-11-15T11:14:00.000+05:30,android,B002475,G5536,B5503,google
20169,2020-11-15T11:08:00.000+05:30,android,B002475,G5536,G1390,linkedin
20212,2020-11-15T11:09:00.000+05:30,android,B002475,G5536,G1390,facebook
15978,2020-11-15T09:47:00.000+05:30,android,B002575,C3180,D2475,youtube
11932,2020-11-15T08:23:00.000+05:30,android,B002576,C3019,B0379,linkedin
10949,2020-11-15T07:56:00.000+05:30,android,B002591,J0260,B10662,linkedin
10926,2020-11-15T07:56:00.000+05:30,android,B002591,J0260,I2387,google
10979,2020-11-15T07:57:00.000+05:30,android,B002591,J0260,I2387,youtube
25465,2020-11-15T13:22:00.000+05:30,android,B002651,F9000,B18262,google
26889,2020-11-15T13:58:00.000+05:30,android,B002656,F7527,E1522,youtube
27037,2020-11-15T14:01:00.000+05:30,android,B002656,F7527,E1522,linkedin
6789,2020-11-15T04:03:00.000+05:30,android,B00266,E9468,E9810,youtube
6764,2020-11-15T04:01:00.000+05:30,android,B00266,E9468,F4868,linkedin
6762,2020-11-15T04:01:00.000+05:30,android,B00266,E9468,G0164,youtube
43825,2020-11-15T20:00:00.000+05:30,android,B002682,H8270,B13763,google
43917,2020-11-15T20:02:00.000+05:30,android,B002682,H8270,C9726,google
43846,2020-11-15T20:01:00.000+05:30,android,B002682,H8270,G9585,linkedin
25398,2020-11-15T13:20:00.000+05:30,android,B00269,C3252,H1978,google
36437,2020-11-15T17:41:00.000+05:30,android,B002697,B3132,B4991,youtube
4695,2020-11-15T01:36:00.000+05:30,android,B002709,H8467,E8662,youtube
24403,2020-11-15T12:52:00.000+05:30,android,B002807,I3951,D5121,google
24061,2020-11-15T12:41:00.000+05:30,android,B002807,I3951,F2911,youtube
24509,2020-11-15T12:54:00.000+05:30,android,B002807,I3951,G2131,google
21533,2020-11-15T11:39:00.000+05:30,android,B002975,B314,D1169,google
21634,2020-11-15T11:41:00.000+05:30,android,B002975,B314,H5607,google
15130,2020-11-15T09:31:00.000+05:30,android,B003089,C9824,B8736,google
15199,2020-11-15T09:32:00.000+05:30,android,B003089,C9824,B8736,youtube
39061,2020-11-15T18:34:00.000+05:30,android,B003091,E0733,E436,google
18989,2020-11-15T10:42:00.000+05:30,android,B003196,I1929,B12842,google
1474,2020-11-15T00:22:00.000+05:30,android,B003230,G8099,B10374,linkedin
12425,2020-11-15T08:34:00.000+05:30,android,B003262,H6197,B22033,google
12668,2020-11-15T08:41:00.000+05:30,android,B003262,H6197,B22033,facebook
44551,2020-11-15T20:15:00.000+05:30,android,B003377,G7428,F4793,google
44599,2020-11-15T20:16:00.000+05:30,android,B003377,G7428,I6377,linkedin
40659,2020-11-15T19:08:00.000+05:30,android,B003399,E9665,B13763,linkedin
28461,2020-11-15T14:39:00.000+05:30,android,B003465,I1746,E6627,google
41211,2020-11-15T19:18:00.000+05:30,android,B003483,B3672,I7438,youtube
6747,2020-11-15T03:59:00.000+05:30,android,B00352,J1308,B7251,google
6748,2020-11-15T03:59:00.000+05:30,android,B00352,J1308,D5448,google
6724,2020-11-15T03:57:00.000+05:30,android,B00352,J1308,E2287,google
6736,2020-11-15T03:58:00.000+05:30,android,B00352,J1308,E2287,linkedin
6737,2020-11-15T03:58:00.000+05:30,android,B00352,J1308,E2287,google
6717,2020-11-15T03:57:00.000+05:30,android,B00352,J1308,G2775,google
25343,2020-11-15T13:18:00.000+05:30,android,B003521,C8351,D1653,google
25421,2020-11-15T13:20:00.000+05:30,android,B003521,C8351,G6341,youtube
25592,2020-11-15T13:26:00.000+05:30,android,B003521,C8351,G6341,facebook
25603,2020-11-15T13:26:00.000+05:30,android,B003521,C8351,G6341,facebook
25431,2020-11-15T13:21:00.000+05:30,android,B003521,C8351,I0017,youtube
25325,2020-11-15T13:17:00.000+05:30,android,B003521,C8351,I2940,google
25390,2020-11-15T13:19:00.000+05:30,android,B003521,C8351,I2940,youtube
4925,2020-11-15T01:46:00.000+05:30,android,B003641,H8496,B20956,youtube
4938,2020-11-15T01:47:00.000+05:30,android,B003641,H8496,B31259,google
38701,2020-11-15T18:26:00.000+05:30,android,B003855,E8726,B27603,google
44421,2020-11-15T20:12:00.000+05:30,android,B003881,B1923,B16647,google
11117,2020-11-15T08:00:00.000+05:30,android,B003910,E9814,C9989,youtube
11689,2020-11-15T08:15:00.000+05:30,android,B003910,E9814,C9989,linkedin
11692,2020-11-15T08:15:00.000+05:30,android,B003910,E9814,C9989,linkedin
39848,2020-11-15T18:51:00.000+05:30,android,B004021,F7815,F0045,google
10675,2020-11-15T07:49:00.000+05:30,android,B004297,J0075,C4133,google
10567,2020-11-15T07:45:00.000+05:30,android,B004297,J0075,D4669,facebook
26820,2020-11-15T13:56:00.000+05:30,android,B004397,H3482,B3552,youtube
45688,2020-11-15T20:36:00.000+05:30,android,B004426,E0699,B19030,facebook
45600,2020-11-15T20:34:00.000+05:30,android,B004426,E0699,G0507,google
6169,2020-11-15T03:02:00.000+05:30,android,B004436,E1957,B11376,google
7752,2020-11-15T05:44:00.000+05:30,android,B00445,E2611,I860,google
38874,2020-11-15T18:30:00.000+05:30,android,B004525,C8141,B06866,linkedin
25632,2020-11-15T13:26:00.000+05:30,android,B004551,F4906,B25684,facebook
26471,2020-11-15T13:47:00.000+05:30,android,B004551,F4906,B25684,youtube
25535,2020-11-15T13:24:00.000+05:30,android,B004551,F4906,D4443,facebook
25556,2020-11-15T13:25:00.000+05:30,android,B004551,F4906,E2490,facebook
26462,2020-11-15T13:47:00.000+05:30,android,B004551,F4906,E2490,google
26474,2020-11-15T13:47:00.000+05:30,android,B004551,F4906,E2490,google
25554,2020-11-15T13:25:00.000+05:30,android,B004551,F4906,H6224,linkedin
44872,2020-11-15T20:22:00.000+05:30,android,B004575,I9087,B2069,linkedin
45016,2020-11-15T20:24:00.000+05:30,android,B00459,F5746,G5969,linkedin
20905,2020-11-15T11:25:00.000+05:30,android,B004597,I0662,B11376,google
21133,2020-11-15T11:30:00.000+05:30,android,B004597,I0662,B11376,linkedin
21142,2020-11-15T11:30:00.000+05:30,android,B004597,I0662,B11376,google
22333,2020-11-15T11:56:00.000+05:30,android,B004597,I0662,B11376,youtube
22355,2020-11-15T11:57:00.000+05:30,android,B004597,I0662,B11376,google
305,2020-11-15T00:04:00.000+05:30,android,B004608,G7493,B04882,google
180,2020-11-15T00:02:00.000+05:30,android,B004608,G7493,B17617,facebook
706,2020-11-15T00:10:00.000+05:30,android,B004608,G7493,B339,youtube
45,2020-11-15T00:00:00.000+05:30,android,B004608,G7493,F5196,google
174,2020-11-15T00:02:00.000+05:30,android,B004608,G7493,H8960,youtube
11621,2020-11-15T08:13:00.000+05:30,android,B00478,B8312,B5757,youtube
11541,2020-11-15T08:11:00.000+05:30,android,B00478,B8312,C8034,google
11887,2020-11-15T08:21:00.000+05:30,android,B00478,B8312,I3926,google
12876,2020-11-15T08:45:00.000+05:30,android,B00478,B8312,I3926,google
11405,2020-11-15T08:08:00.000+05:30,android,B00478,B8312,J4141,google
42349,2020-11-15T19:37:00.000+05:30,android,B004853,B1689,B13763,youtube
31572,2020-11-15T15:47:00.000+05:30,android,B004886,B4835,D7011,youtube
31633,2020-11-15T15:48:00.000+05:30,android,B004886,B4835,D7011,facebook
22696,2020-11-15T12:04:00.000+05:30,android,B004910,D2069,B13763,facebook
22761,2020-11-15T12:05:00.000+05:30,android,B004910,D2069,B18403,youtube
22795,2020-11-15T12:06:00.000+05:30,android,B004910,D2069,C6913,facebook
22683,2020-11-15T12:03:00.000+05:30,android,B004910,D2069,E2344,youtube
22224,2020-11-15T11:54:00.000+05:30,android,B004910,D2069,E6627,facebook
22646,2020-11-15T12:03:00.000+05:30,android,B004910,D2069,E6627,google
22879,2020-11-15T12:08:00.000+05:30,android,B004910,D2069,F1352,youtube
38758,2020-11-15T18:28:00.000+05:30,android,B004928,G2976,E5537,linkedin
10896,2020-11-15T07:55:00.000+05:30,android,B005003,G4289,B04426,youtube
11554,2020-11-15T08:11:00.000+05:30,android,B005003,G4289,B06252,google
12224,2020-11-15T08:30:00.000+05:30,android,B005003,G4289,B3850,youtube
10683,2020-11-15T07:49:00.000+05:30,android,B005003,G4289,D2770,google
10823,2020-11-15T07:53:00.000+05:30,android,B005003,G4289,D2770,google
11993,2020-11-15T08:24:00.000+05:30,android,B005003,G4289,D2770,youtube
12313,2020-11-15T08:32:00.000+05:30,android,B005003,G4289,D2770,facebook
12530,2020-11-15T08:37:00.000+05:30,android,B005003,G4289,D2770,facebook
12621,2020-11-15T08:39:00.000+05:30,android,B005003,G4289,D2770,linkedin
12770,2020-11-15T08:43:00.000+05:30,android,B005003,G4289,D2770,google
12967,2020-11-15T08:47:00.000+05:30,android,B005003,G4289,D2770,google
10775,2020-11-15T07:52:00.000+05:30,android,B005003,G4289,D8708,google
12401,2020-11-15T08:34:00.000+05:30,android,B005003,G4289,D8708,facebook
10720,2020-11-15T07:50:00.000+05:30,android,B005003,G4289,E0192,youtube
12057,2020-11-15T08:26:00.000+05:30,android,B005003,G4289,E2052,youtube
10976,2020-11-15T07:57:00.000+05:30,android,B005003,G4289,F1723,google
11670,2020-11-15T08:15:00.000+05:30,android,B005003,G4289,F1723,linkedin
12209,2020-11-15T08:30:00.000+05:30,android,B005003,G4289,F1723,youtube
12389,2020-11-15T08:34:00.000+05:30,android,B005003,G4289,F1723,google
12549,2020-11-15T08:38:00.000+05:30,android,B005003,G4289,F1723,google
12926,2020-11-15T08:46:00.000+05:30,android,B005003,G4289,F1723,facebook
12854,2020-11-15T08:44:00.000+05:30,android,B005003,G4289,F2440,linkedin
10778,2020-11-15T07:52:00.000+05:30,android,B005003,G4289,G6677,linkedin
11026,2020-11-15T07:58:00.000+05:30,android,B005003,G4289,G6677,youtube
11966,2020-11-15T08:23:00.000+05:30,android,B005003,G4289,G6677,facebook
12765,2020-11-15T08:43:00.000+05:30,android,B005003,G4289,H9222,youtube
10840,2020-11-15T07:54:00.000+05:30,android,B005003,G4289,J1860,linkedin
11422,2020-11-15T08:08:00.000+05:30,android,B005003,G4289,J5113,google
11508,2020-11-15T08:10:00.000+05:30,android,B005003,G4289,J5113,google
11710,2020-11-15T08:16:00.000+05:30,android,B005003,G4289,J5113,youtube
11642,2020-11-15T08:14:00.000+05:30,android,B005060,B2412,F9365,linkedin
37714,2020-11-15T18:08:00.000+05:30,android,B005093,F8161,B10399,facebook
37781,2020-11-15T18:09:00.000+05:30,android,B005093,F8161,C3356,youtube
37843,2020-11-15T18:10:00.000+05:30,android,B005093,F8161,C3356,linkedin
37905,2020-11-15T18:11:00.000+05:30,android,B005093,F8161,F806,linkedin
37917,2020-11-15T18:11:00.000+05:30,android,B005093,F8161,H5317,google
37947,2020-11-15T18:12:00.000+05:30,android,B005093,F8161,H5317,youtube
40398,2020-11-15T19:03:00.000+05:30,android,B005109,B4337,B30934,facebook
11659,2020-11-15T08:14:00.000+05:30,android,B005114,I7689,B5028,linkedin
11673,2020-11-15T08:15:00.000+05:30,android,B005114,I7689,B5028,google
11730,2020-11-15T08:16:00.000+05:30,android,B005114,I7689,B5028,google
11818,2020-11-15T08:19:00.000+05:30,android,B005114,I7689,I8223,google
20759,2020-11-15T11:21:00.000+05:30,android,B00513,G2543,J9981,facebook
48200,2020-11-15T21:10:00.000+05:30,android,B005174,D9146,F6201,google
20748,2020-11-15T11:21:00.000+05:30,android,B005209,H0458,B05734,youtube
20979,2020-11-15T11:27:00.000+05:30,android,B005209,H0458,B05734,youtube
19983,2020-11-15T11:04:00.000+05:30,android,B005209,H0458,B10374,google
20306,2020-11-15T11:11:00.000+05:30,android,B005209,H0458,B7197,linkedin
20882,2020-11-15T11:24:00.000+05:30,android,B005209,H0458,B7197,google
20025,2020-11-15T11:05:00.000+05:30,android,B005209,H0458,D1962,google
20956,2020-11-15T11:26:00.000+05:30,android,B005209,H0458,E1919,youtube
20278,2020-11-15T11:10:00.000+05:30,android,B005209,H0458,G9789,youtube
20711,2020-11-15T11:20:00.000+05:30,android,B005209,H0458,H1399,youtube
20953,2020-11-15T11:26:00.000+05:30,android,B005209,H0458,H1399,linkedin
20842,2020-11-15T11:23:00.000+05:30,android,B005209,H0458,H7732,google
29856,2020-11-15T15:11:00.000+05:30,android,B005286,H7176,J5561,youtube
30704,2020-11-15T15:31:00.000+05:30,android,B005315,G3028,B27651,youtube
30780,2020-11-15T15:32:00.000+05:30,android,B005315,G3028,E0405,google
31054,2020-11-15T15:38:00.000+05:30,android,B005315,G3028,E0405,linkedin
30658,2020-11-15T15:30:00.000+05:30,android,B005315,G3028,E1338,youtube
30765,2020-11-15T15:32:00.000+05:30,android,B005315,G3028,F6209,linkedin
31022,2020-11-15T15:37:00.000+05:30,android,B005315,G3028,F9608,google
14731,2020-11-15T09:22:00.000+05:30,android,B005410,E8214,B0379,google
28410,2020-11-15T14:38:00.000+05:30,android,B005436,C6607,F4177,facebook
9485,2020-11-15T07:11:00.000+05:30,android,B005454,F5227,B06072,youtube
9150,2020-11-15T06:59:00.000+05:30,android,B005454,F5227,B1350,google
9454,2020-11-15T07:10:00.000+05:30,android,B005454,F5227,B16981,facebook
9280,2020-11-15T07:04:00.000+05:30,android,B005454,F5227,G0023,google
9212,2020-11-15T07:01:00.000+05:30,android,B005454,F5227,H1865,google
9545,2020-11-15T07:13:00.000+05:30,android,B005454,F5227,J0949,google
7337,2020-11-15T05:05:00.000+05:30,android,B005520,I7378,I4704,google
40685,2020-11-15T19:09:00.000+05:30,android,B005602,B3438,F1227,google
13687,2020-11-15T09:03:00.000+05:30,android,B005607,I3734,B0379,linkedin
15189,2020-11-15T09:32:00.000+05:30,android,B005607,I3734,B0379,linkedin
15318,2020-11-15T09:34:00.000+05:30,android,B005607,I3734,B0379,youtube
15152,2020-11-15T09:31:00.000+05:30,android,B005607,I3734,I9373,google
15294,2020-11-15T09:34:00.000+05:30,android,B005607,I3734,I9373,google
15409,2020-11-15T09:36:00.000+05:30,android,B005607,I3734,I9373,youtube
15411,2020-11-15T09:36:00.000+05:30,android,B005607,I3734,I9373,google
15425,2020-11-15T09:36:00.000+05:30,android,B005607,I3734,I9373,facebook
15527,2020-11-15T09:38:00.000+05:30,android,B005607,I3734,I9373,google
48532,2020-11-15T21:15:00.000+05:30,android,B005674,E2164,C4455,youtube
14322,2020-11-15T09:14:00.000+05:30,android,B005759,H1135,B0379,facebook
14686,2020-11-15T09:21:00.000+05:30,android,B005759,H1135,I9373,youtube
5037,2020-11-15T01:51:00.000+05:30,android,B005809,C1696,B10969,google
5158,2020-11-15T01:56:00.000+05:30,android,B005809,C1696,B10969,youtube
5241,2020-11-15T02:00:00.000+05:30,android,B005809,C1696,B10969,linkedin
5299,2020-11-15T02:02:00.000+05:30,android,B005809,C1696,B18652,facebook
5201,2020-11-15T01:58:00.000+05:30,android,B005809,C1696,B22141,facebook
22695,2020-11-15T12:04:00.000+05:30,android,B005867,C3985,B22875,linkedin
22073,2020-11-15T11:50:00.000+05:30,android,B005867,C3985,D3633,google
22034,2020-11-15T11:49:00.000+05:30,android,B005867,C3985,I4704,linkedin
22738,2020-11-15T12:05:00.000+05:30,android,B005867,C3985,I4704,google
5468,2020-11-15T02:11:00.000+05:30,android,B005957,G9686,B28663,linkedin
5430,2020-11-15T02:09:00.000+05:30,android,B005957,G9686,D0547,google
5437,2020-11-15T02:10:00.000+05:30,android,B005957,G9686,D0547,google
5236,2020-11-15T01:59:00.000+05:30,android,B005957,G9686,F9412,youtube
5251,2020-11-15T02:00:00.000+05:30,android,B005957,G9686,H5857,facebook
5317,2020-11-15T02:03:00.000+05:30,android,B005957,G9686,I5405,linkedin
5133,2020-11-15T01:55:00.000+05:30,android,B005957,G9686,J6832,google
43459,2020-11-15T19:54:00.000+05:30,android,B005985,J1596,B0475,facebook
43072,2020-11-15T19:47:00.000+05:30,android,B005985,J1596,B13763,facebook
42000,2020-11-15T19:32:00.000+05:30,android,B005985,J1596,C8034,facebook
43400,2020-11-15T19:53:00.000+05:30,android,B005985,J1596,E7449,facebook
43235,2020-11-15T19:50:00.000+05:30,android,B005985,J1596,H2955,google
43613,2020-11-15T19:57:00.000+05:30,android,B005985,J1596,H4081,google
42065,2020-11-15T19:33:00.000+05:30,android,B005985,J1596,H8603,youtube
42279,2020-11-15T19:36:00.000+05:30,android,B005985,J1596,H8603,facebook
42308,2020-11-15T19:36:00.000+05:30,android,B005985,J1596,I7438,linkedin
43578,2020-11-15T19:56:00.000+05:30,android,B005985,J1596,J4171,google
44113,2020-11-15T20:06:00.000+05:30,android,B006030,F5704,B13763,google
36273,2020-11-15T17:37:00.000+05:30,android,B006065,E1938,B25101,facebook
36258,2020-11-15T17:37:00.000+05:30,android,B006065,E1938,G8696,google
36263,2020-11-15T17:37:00.000+05:30,android,B006065,E1938,G8696,google
36352,2020-11-15T17:39:00.000+05:30,android,B006065,E1938,G8696,facebook
36387,2020-11-15T17:40:00.000+05:30,android,B006065,E1938,G8696,linkedin
15678,2020-11-15T09:42:00.000+05:30,android,B006066,F4150,C9726,google
18125,2020-11-15T10:24:00.000+05:30,android,B006086,E7579,J1850,youtube
108,2020-11-15T00:01:00.000+05:30,android,B006135,C3832,C0595,linkedin
411,2020-11-15T00:05:00.000+05:30,android,B006135,C3832,C0595,youtube
27300,2020-11-15T14:08:00.000+05:30,android,B006224,E7430,F9680,linkedin
31765,2020-11-15T15:51:00.000+05:30,android,B006280,C8137,H9586,youtube
31991,2020-11-15T15:56:00.000+05:30,android,B006280,C8137,H9586,google
29546,2020-11-15T15:05:00.000+05:30,android,B006288,G4655,B03394,youtube
29617,2020-11-15T15:06:00.000+05:30,android,B006288,G4655,B03394,google
29619,2020-11-15T15:06:00.000+05:30,android,B006288,G4655,B03394,facebook
29385,2020-11-15T15:01:00.000+05:30,android,B006288,G4655,B20814,youtube
29435,2020-11-15T15:02:00.000+05:30,android,B006288,G4655,B20814,google
41786,2020-11-15T19:28:00.000+05:30,android,B006306,F3621,B13763,youtube
26101,2020-11-15T13:39:00.000+05:30,android,B00640,E2239,B14879,google
26084,2020-11-15T13:38:00.000+05:30,android,B00640,E2239,H522,youtube
37846,2020-11-15T18:10:00.000+05:30,android,B006449,H3746,B13763,youtube
37941,2020-11-15T18:12:00.000+05:30,android,B006449,H3746,C6012,youtube
37832,2020-11-15T18:10:00.000+05:30,android,B006449,H3746,F9495,google
37838,2020-11-15T18:10:00.000+05:30,android,B006449,H3746,F9495,youtube
33525,2020-11-15T16:32:00.000+05:30,android,B006465,F9501,B1715,linkedin
